Opportunity_ID,Target
10689,0.7314395961323479
10690,0.5436870050763878
10691,0.539066525756673
10692,0.449452197028996
10693,0.6538045177779908
10694,0.6538045177779908
10695,0.616335175340221
10696,0.6004430670587676
10697,0.8680344350565186
10698,0.87221420493666
10699,0.8656562079548514
10700,0.8139651287291811
10701,0.8139651287291811
10702,0.8000727960163719
10703,0.8139651287291811
10704,0.949795613848731
10705,0.8692946330513901
10706,0.6341398901713989
10707,0.74513471151581
10708,0.5301132552582352
10709,0.8242672690494087
10710,0.3139990887501298
10711,0.3139990887501298
10712,0.8846881332161575
10713,0.3139990887501298
10714,0.7323683009120727
10715,0.6675260081544477
10716,0.5859321403665366
10717,0.32563980523845903
10718,0.5458210616769384
10719,0.6356381589824913
10720,0.29243044028189447
10721,0.6194007547130166
10722,0.949795613848731
10723,0.8901707693862804
10724,0.9554070335264654
10725,0.7664261304891079
10726,0.5980727813939306
10727,0.5068312713471816
10728,0.7911591970479458
10729,0.6868227870109663
10730,0.949795613848731
10731,0.6169142052108358
10732,0.7159954966768733
10733,0.6366240443453305
10734,0.3501534587781035
10735,0.5152674530600466
10736,0.5842847678042269
10737,0.5177534331343563
10738,0.5632438366171045
10739,0.504945502417136
10740,0.22432984068087805
10741,0.6538045177779908
10742,0.8303728828673195
10743,0.5892549615113972
10744,0.5892549615113972
10745,0.5892549615113972
10746,0.5892549615113972
10747,0.5892549615113972
10748,0.6586676433875707
10749,0.6504895202761452
10750,0.3139990887501298
10751,0.24402607486985461
10752,0.24402607486985461
10753,0.6034879334929608
10754,0.7991056974358327
10755,0.6416725441390585
10756,0.7586841752054606
10757,0.5707364334682729
10758,0.4857203276323115
10759,0.4987252965226728
10760,0.09263872804479012
10761,0.7586841752054606
10762,0.6135882001130818
10763,0.5776395991666342
10764,0.6272209448074467
10765,0.24352311724152265
10766,0.38174168124132796
10767,0.6934951348485651
10768,0.3962904593044943
10769,0.6241556445058226
10770,0.33415031137383505
10771,0.9349458715951097
10772,0.976378303265211
10773,0.7904496930351149
10774,0.4621921861890499
10775,0.24523437864815634
10776,0.6494508001626278
10777,0.8454970130069283
10778,0.6451109264944949
10779,0.8205896383924238
10780,0.7785396374451296
10781,0.3879083840214235
10782,0.16649638023368557
10783,0.06832640795429767
10784,0.6760182100967264
10785,0.3407416835789845
10786,0.2763341760004526
10787,0.7351552854719804
10788,0.5436514213902975
10789,0.5604966336508697
10790,0.26804250850138983
10791,0.6888378837906503
10792,0.2085701651611235
10793,0.8412257797507762
10794,0.8412257797507762
10795,0.6272209448074467
10796,0.9049697178003594
10797,0.7075344234267549
10798,0.793035156398452
10799,0.6954724698821382
10800,0.7584192867835848
10801,0.2876560776730042
10802,0.5879921378359311
10803,0.2779201872250077
10804,0.9776030625023727
10805,0.14110558323960293
10806,0.79731507665393
10807,0.275259081461191
10808,0.6946465592390384
10809,0.7278520060105391
10810,0.0920433643313271
10811,0.6363077756948448
10812,0.6538204366619347
10813,0.09617919488947901
10814,0.16185857646865434
10815,0.5929406531813763
10816,0.716682832902169
10817,0.20733595682385353
10818,0.6468257918611128
10819,0.6528696631049075
10820,0.7656422366590637
10821,0.5558162654035846
10822,0.269476330215805
10823,0.9372757753670172
10824,0.34813290491719734
10825,0.7534871684815473
10826,0.8697467682941048
10827,0.8087159006539212
10828,0.8567376725900816
10829,0.5988751664414961
10830,0.6356381589824913
10831,0.5262729614430984
10832,0.3103947336837615
10833,0.3347316479052072
10834,0.3271286228214644
10835,0.7683716408931481
10836,0.6532680208141564
10837,0.6609553747352775
10838,0.594846472439847
10839,0.5052015615395283
10840,0.23187916317008986
10841,0.641018507798829
10842,0.7775921190721476
10843,0.7697796529228326
